"Players","Ratings","games","Hard_Ratings","Hard_games","Grass_Ratings","Grass_games","Clay_Ratings","Clay_games","Carpet_Ratings","Carpet_games","Nationality","Handed","CountryCode","Continent"
"Balcells J.",1461.87761534021,77,1473.80164119604,35,1470.34629091828,3,1519.40886114714,39,1500,0,"ESP","R",64,5
"Chang M.",1463.32166006733,137,1461.71904852217,95,1510.29833853903,17,1480.63442400713,25,1500,0,"USA","R",222,6
"Ferrero J.C.",1715.34348690402,302,1675.602274882,159,1532.43790877615,13,1786.12820371195,130,1500,0,"ESP","R",64,5
"Gustafsson M.",1531.56962799155,61,1495.80544215756,18,1503.98723464772,12,1546.37876061729,31,1500,0,"SWE","R",181,5
"Haas T.",1765.67174016942,219,1741.59862450982,144,1503.77825213989,12,1639.41796701238,63,1500,0,"GER","R",59,5
"Johansson T.",1706.85832629837,190,1669.44436649672,131,1610.09969345561,31,1473.44923621157,28,1500,0,"SWE","",181,5
"Novak J.",1710.95626078109,264,1690.31600519943,151,1528.89675694026,20,1645.66422373476,93,1500,0,"SVK","U",200,5
"Rosset M.",1464.85414188858,111,1489.55052815633,54,1485.77543208133,18,1456.71968680042,39,1500,0,"SUI","R",198,5
"Sell M.",1500.58285523687,2,1500.58285523687,2,1500,0,1500,0,1500,0,"USA","U",222,6
"Arazi H.",1564.96588727931,192,1564.445856546,104,1534.06205901581,23,1452.99516966246,65,1500,0,"MAR","U",145,2
"Clavet F.",1459.20537301461,144,1505.18542564576,77,1491.96890240678,7,1423.88981410885,60,1500,0,"ESP","L",64,5
"Clement A.",1572.76707259778,219,1571.22432347473,139,1575.0674351956,37,1460.84823036942,43,1500,0,"FRA","R",70,5
"Corretja A.",1523.91123212922,222,1542.25575554795,108,1481.12150181567,2,1557.45045810718,112,1500,0,"ESP","R",64,5
"Hrbaty D.",1639.06882138875,257,1645.09695614513,160,1468.83713997047,10,1535.7051859489,87,1500,0,"SVK","R",200,5
"Ilie A.",1404.93467894567,101,1407.5349225271,56,1445.54300983777,6,1515.8696061489,39,1500,0,"BUL","R",37,5
"Koubek S.",1568.21025949809,222,1527.34840410319,119,1460.66604370313,19,1504.64834209437,84,1500,0,"AUT","L",17,5
"Kucera K.",1563.43962200649,151,1591.0261235938,95,1533.43638965599,21,1426.79763660084,35,1500,0,"SVK","R",200,5
"Lapentti N.",1531.43380763477,220,1549.20629581189,103,1524.25099986195,12,1524.86461383067,105,1500,0,"ECU","R",66,8
"Ljubicic I.",1672.36530550199,212,1639.71903186863,129,1459.85948169639,16,1599.47646664023,67,1500,0,"CRO","R",97,5
"Martin T.",1577.23371150042,138,1574.39055025799,88,1555.44850262565,22,1479.73733749098,28,1500,0,"USA","U",222,6
"Voinea A.",1444.70148982183,112,1483.87935368222,53,1474.26649028192,11,1442.9351900446,48,1500,0,"GRE","U",85,5
"Agassi A.",1852.97618146445,276,1859.60970462644,203,1589.83781199787,25,1647.95348615673,48,1500,0,"USA","R",222,6
"Alami K.",1399.24985255353,73,1410.50260024667,32,1490.56285660631,5,1458.72768830747,36,1500,0,"MAR","R",145,2
"Bjorkman J.",1579.16921069531,209,1555.59212196109,139,1600.3107003671,43,1433.29729780534,27,1500,0,"SWE","R",181,5
"Black W.",1470.89797760645,37,1462.48811341467,31,1482.56558681497,6,1500,0,1500,0,"ZIM","R",233,2
"Dupuis A.",1477.05111168514,149,1454.20059742441,72,1495.46306632342,27,1430.270041061,50,1500,0,"FRA","R",70,5
"Ferreira W.",1597.72933787799,200,1574.37235474648,134,1552.60834344391,29,1519.95947794971,37,1500,0,"BRA","U",19,8
"Hill M.",1490.0028200585,3,1500.03497218181,2,1490.00526214205,1,1500,0,1500,0,"USA","U",222,6
"Ivanisevic G.",1498.57518540698,101,1487.77926908357,72,1558.70824512152,19,1413.68816417502,10,1500,0,"CRO","L",97,5
"Kafelnikov Y.",1620.5507495708,253,1612.34092550208,172,1570.97983376162,23,1577.64757758629,58,1500,0,"RUS","R",180,5
"Krajicek R.",1596.04734967853,69,1535.72878761997,37,1544.89960068552,19,1528.98023253047,13,1500,0,"NED","R",96,5
"Kroslak J.",1455.81805666278,17,1473.56987284875,13,1500,0,1479.89681008247,4,1500,0,"SVK","R",200,5
"Llodra M.",1564.32519955897,89,1496.33028808772,50,1544.57336014414,26,1488.82584940419,13,1500,0,"FRA","L",70,5
"Philippoussis M.",1571.26226924049,171,1555.16845752104,118,1597.18636494473,27,1493.16876238034,26,1500,0,"AUS","R",16,7
"Portas A.",1379.91854363902,182,1394.59681527165,32,1454.27890673311,11,1428.78875146487,139,1500,0,"ESP","R",64,5
"Pozzi G.",1417.81608679419,71,1448.02621919643,42,1512.93763758325,19,1446.44213755733,10,1500,0,"ITA","L",99,5
"Pretzsch A.",1446.80429046009,21,1465.22868334815,17,1474.61996386337,3,1488.94011011464,1,1500,0,"GER","R",59,5
"Rochus C.",1421.91610465059,154,1352.09920663071,55,1429.73795553245,15,1517.0232757808,84,1500,0,"BEL","R",22,5
"Sampras P.",1736.20912273232,137,1750.44234141096,98,1606.24159799079,24,1479.5689946774,15,1500,0,"USA","R",222,6
"Sluiter R.",1543.82065491907,135,1504.12286882216,60,1532.00472209763,33,1492.81413111005,42,1500,0,"NED","R",96,5
"Srichaphan P.",1675.62286010788,240,1667.95189177929,187,1558.79886538906,28,1426.26369353718,25,1500,0,"THA","R",207,4
"Stafford G.",1499.6955342938,2,1499.6955342938,2,1500,0,1500,0,1500,0,"RSA","R",4,2
"Tieleman L.",1450.33744790145,28,1494.51723494844,17,1470.87642330476,5,1462.70635773726,6,1500,0,"ITA","R",99,5
"Ullyett K.",1468.97285683775,7,1468.3263025386,7,1500,0,1500,0,1500,0,"ZIM","R",233,2
"Vicente F.",1480.49276896685,204,1482.8733911153,78,1469.77057720865,10,1489.75195357027,116,1500,0,"ESP","R",64,5
"Woodbridge T.",1470.71396175371,20,1452.33861960906,11,1510.45447363814,7,1499.69577872237,2,1500,0,"AUS","R",16,7
"Woodforde M.",1468.18549964161,10,1473.04707299874,9,1489.7,1,1500,0,1500,0,"AUS","L",16,7
"Woodruff C.",1456.93572955037,67,1491.01172707513,51,1483.94966445992,6,1441.71026287318,10,1500,0,"USA","R",222,6
"Zabaleta M.",1627.46396096437,223,1476.70623365654,89,1463.27440034365,4,1682.62123133084,130,1500,0,"ARG","R",11,8
"Blanco G.",1454.29007306589,140,1407.31909930448,25,1460.80211786092,4,1491.16253555222,111,1500,0,"BOL","U",32,8
"Costa A.",1577.70507322544,222,1523.80925602018,96,1489.08317813187,1,1637.58821526967,125,1500,0,"VEN","R",225,8
"Mantilla F.",1603.58570194445,198,1522.9668772116,71,1479.52354536916,6,1632.33916374991,121,1500,0,"COL","R",45,8
"Pavel A.",1631.92596156094,232,1609.76780866801,127,1517.75738323083,20,1609.41613296476,85,1500,0,"CAN","U",39,6
"Diaz J.",1380.98383499702,43,1407.17126812201,18,1489.99848378521,1,1439.56931393094,24,1500,0,"ECU","U",66,8
"Guardiola T.",1466.46645247829,8,1502.53556188483,4,1500,0,1461.29495581028,4,1500,0,"FRA","R",70,5
"Roux L.",1480.70230413144,13,1479.26279904455,13,1500,0,1500,0,1500,0,"FRA","R",70,5
"Siemerink J.",1427.82527465602,52,1463.9425888789,23,1465.76130064413,10,1469.39852631779,19,1500,0,"NED","L",96,5
"Courier J.",1492.04249463792,9,1492.31234103759,9,1500,0,1500,0,1500,0,"USA","R",222,6
"Gimelstob J.",1431.3206963123,88,1420.28041012372,59,1516.37297798775,23,1442.65708374917,6,1500,0,"USA","R",222,6
"Goldstein P.",1484.23709892527,81,1462.1302226318,58,1510.91087332052,7,1474.95004247918,16,1500,0,"ARG","R",11,8
"Gumy H.",1443.14113465274,31,1473.89282117366,9,1490.01352360112,1,1461.41995158521,21,1500,0,"ARG","R",11,8
"Larsson M.",1531.87074301945,57,1551.88927440068,35,1499.49126408136,12,1488.64094672956,10,1500,0,"SWE","U",181,5
"Liukko V.",1499.24161242114,4,1499.24161242114,4,1500,0,1500,0,1500,0,"FIN","R",71,5
"Malisse X.",1547.37224830611,183,1503.47074122649,110,1553.58454013811,24,1564.76404339562,49,1500,0,"BEL","R",22,5
"Mamiit C.",1385.41091908321,90,1411.96155338988,69,1446.68765761316,12,1456.35046619125,9,1500,0,"PHI","R",166,4
"Sargsian S.",1540.39522695556,186,1520.57990505908,98,1473.3267055395,27,1491.7126397247,61,1500,0,"ARM","R",12,4
"Zib T.",1380.84144457194,45,1454.1751785415,20,1475.34275633631,5,1399.73003881442,20,1500,0,"SLO","R",201,5
"Levy H.",1399.53390185384,105,1415.02934454041,61,1476.47096401,15,1441.05381601181,29,1500,0,"ISR","R",107,4
"MacPhie B.",1501.69841513933,2,1501.69841513933,2,1500,0,1500,0,1500,0,"USA","L",222,6
"Massu N.",1620.98384727615,240,1513.98574409263,97,1483.99456180853,12,1682.06093661966,131,1500,0,"CHI","R",41,8
"Popp A.",1506.35050433492,91,1445.24055621915,34,1597.92174043899,32,1394.18693498216,25,1500,0,"UNK","",NA,NA
"Reneberg R.",1500.71401297153,2,1500.71401297153,2,1500,0,1500,0,1500,0,"USA","R",222,6
"Rodriguez M.",1454.28180520279,15,1479.39906181376,4,1500,0,1471.55838831185,11,1500,0,"USA","U",222,6
"Sa A.",1408.31159345591,111,1447.33446047624,57,1476.73328424519,22,1390.04788774323,32,1500,0,"IRI","",104,4
"Salzenstein J.",1437.77310329973,29,1449.42143607522,18,1486.45742295269,7,1487.98568423409,4,1500,0,"USA","L",222,6
"Black B.",1499.10977191753,73,1469.62002082929,48,1558.68087936185,19,1461.04402601288,6,1500,0,"ZIM","R",233,2
"Dewulf F.",1480.5815565339,4,1490.83950303966,3,1500,0,1489.44125639135,1,1500,0,"BEL","R",22,5
"Rusedski G.",1651.63804037854,183,1610.52689435698,122,1640.82850142994,46,1435.96367502769,15,1500,0,"GBR","L",76,5
"Wessels P.",1482.09073146416,38,1466.56508374492,19,1541.68811055012,17,1477.96718716678,2,1500,0,"NED","R",96,5
"Saulnier C.",1572.16147866022,108,1558.18335057971,74,1498.15784812176,20,1454.17858855765,14,1500,0,"FRA","R",70,5
"Tarango J.",1368.15297607792,43,1367.53275483899,22,1481.17017239192,4,1487.44926344001,17,1500,0,"USA","L",222,6
"Canas G.",1725.3315138597,207,1688.15320596996,92,1542.26757415942,19,1668.81154509945,96,1500,0,"ARG","R",11,8
"Chela J.I.",1655.32521321752,230,1614.99678086192,104,1472.12794833527,7,1639.40926825407,119,1500,0,"ARG","R",11,8
"Hernandez A.",1475.96231613608,5,1500,0,1500,0,1477.54538715764,5,1500,0,"ESP","U",64,5
"Kuerten G.",1709.01882692442,261,1646.24899579411,131,1510.95003864241,5,1750.66748219791,125,1500,0,"BRA","R",19,8
"Meligeni F.",1536.54899929166,121,1509.75621464325,42,1478.86192473666,4,1518.22533751456,75,1500,0,"BRA","R",19,8
"Puerta M.",1417.01473987708,96,1426.55942093451,11,1479.22176254322,2,1460.80062933567,83,1500,0,"ARG","L",11,8
"Heuberger I.",1414.3917205821,64,1437.97736409613,44,1469.5351957449,8,1437.12605466963,12,1500,0,"SUI","R",198,5
"Safin M.",1777.29188521573,279,1735.00135783838,177,1520.43564063892,16,1703.05115554072,86,1500,0,"RUS","R",180,5
"Bryan M.",1485.58677883502,13,1499.40085050207,9,1482.3542849544,4,1500,0,1500,0,"USA","U",222,6
"Calatrava A.",1453.1793301266,106,1470.9223435138,44,1469.99630637955,3,1489.01647313263,59,1500,0,"ESP","R",64,5
"Hipfl M.",1440.06981835742,89,1441.08052870501,17,1461.63350981532,6,1479.9123708801,66,1500,0,"AUT","R",17,5
"Rafter P.",1744.18535644709,96,1694.36175723085,65,1627.8677151963,26,1471.63661780765,5,1500,0,"AUS","R",16,7
"Alvarez E.",1443.22156079837,20,1458.64700953478,4,1500,0,1480.14424309082,16,1500,0,"VEN","",225,8
"Calleri A.",1601.41108892944,174,1534.41549974305,67,1473.52254462231,5,1642.17602247429,102,1500,0,"ARG","R",11,8
"Garcia A.",1468.581207292,22,1466.20431168418,6,1500,0,1498.63447596459,16,1500,0,"ESP","U",64,5
"Hood M.",1489.69567679282,5,1500,0,1500,0,1490.57782032335,5,1500,0,"ARG","L",11,8
"Ulihrach B.",1500.54789724651,163,1540.39254124,85,1466.16857102977,8,1472.9734010275,70,1500,0,"CZE","R",58,5
"di Pasquale A.",1424.88365130456,83,1435.83749779604,26,1500,2,1431.76358988211,55,1500,0,"FRA","R",70,5
"Etlis G.",1480.95376738698,30,1500.34041312195,7,1500,0,1459.9818466564,23,1500,0,"ARG","U",11,8
"Prieto S.",1460.01262424804,6,1500,0,1500,0,1465.15298135029,6,1500,0,"ARG","R",11,8
"Moya C.",1782.65001012355,319,1694.14242304944,142,1501.2993068336,11,1803.68064827048,166,1500,0,"ESP","R",64,5
"Rios M.",1709.77997196164,158,1704.14215970461,102,1500,0,1586.99583821064,56,1500,0,"CHI","U",41,8
"Arthurs W.",1471.28532877096,180,1473.92420567518,106,1515.882557841,38,1434.04743405976,36,1500,0,"AUS","L",16,7
"Fish M.",1642.1374493158,135,1625.04684354298,97,1562.86985153564,28,1469.8946113806,10,1500,0,"USA","U",222,6
"Kratochvil M.",1492.9994914989,147,1489.05951724142,82,1510.36833623582,21,1488.76731784788,44,1500,0,"SUI","R",198,5
"Medvedev A.",1498.09698134505,59,1471.10475074441,18,1480.06694078361,4,1526.82681119795,37,1500,0,"UKR","R",220,5
"Roddick A.",1932.07236226167,284,1885.40330648141,195,1695.21860763,35,1649.44007782556,54,1500,0,"USA","R",222,6
"Alonso J.",1462.44603635394,13,1458.76294644772,4,1500,0,1494.90894784307,9,1500,0,"CHI","U",41,8
"Huet S.",1420.41883005679,24,1439.34221256384,9,1492.05783623715,5,1466.25758833873,10,1500,0,"FRA","L",70,5
"Bruguera S.",1468.21167309334,70,1462.2992940119,10,1489.09954118943,1,1507.38576721989,59,1500,0,"ESP","R",64,5
"Coutelot N.",1483.7725863962,32,1486.46077635031,2,1479.55471094843,2,1502.40508044623,28,1500,0,"FRA","R",70,5
"Lopez-Moron A.",1427.23746721571,10,1479.4,2,1500,0,1445.57567391077,8,1500,0,"ESP","R",64,5
"Willems R.",1500.61540743692,2,1500,0,1500,0,1500,2,1500,0,"BEL","R",22,5
"Wiltschnig H.",1477.94244771998,4,1500,0,1500,0,1479.75324666482,4,1500,0,"AUT","R",17,5
"Boutter J.",1494.64672211214,118,1450.55288086925,54,1434.28717208,9,1534.98723064649,55,1500,0,"FRA","R",70,5
"Ruud C.",1468.02275903894,29,1478.01467696001,5,1479.71324047116,2,1485.98492538151,22,1500,0,"NOR","R",159,5
"Navarro S.",1498.17963154916,5,1500,0,1500,0,1496.41926616581,5,1500,0,"CHI","U",41,8
"Coria G.",1791.58582223503,207,1634.61057119794,75,1506.14290222339,10,1863.2606346677,122,1500,0,"ARG","R",11,8
"Browne F.",1461.44632741521,28,1481.54147355811,6,1500,0,1470.65468941208,22,1500,0,"ARG","R",11,8
"Delgado R.",1480.43037348248,58,1479.79442892039,39,1471.40323333617,3,1492.11356319692,16,1500,0,"PAR","R",172,8
"Gonzalez F.",1668.39441433323,182,1590.43996613173,82,1503.3165833399,6,1679.77906302092,94,1500,0,"CHI","U",41,8
"Russell M.",1406.9568066875,54,1443.00214827745,25,1485.52254843738,8,1412.28303076685,21,1500,0,"USA","R",222,6
"Sabau R.",1488.91486281658,10,1500,0,1490.3425615775,1,1495.59309089117,9,1500,0,"ROU","R",178,5
"Kohlmann M.",1462.0092871533,36,1445.11271404877,15,1483.24838853585,8,1498.72856770699,13,1500,0,"GER","R",59,5
"Gaudenzi A.",1434.24132080964,99,1390.14384403105,37,1479.70474917415,2,1494.59258705597,60,1500,0,"ITA","R",99,5
"Charpentier M.",1456.46345031896,7,1500,0,1500,0,1456.27369504422,7,1500,0,"ARG","L",11,8
"Eschauer W.",1468.59168692355,20,1469.34970573934,3,1489.4037719374,1,1504.39741213268,16,1500,0,"AUT","R",17,5
"Savolt A.",1448.82255361382,72,1426.62075046671,23,1478.15141153774,2,1488.71054631062,47,1500,0,"HUN","R",95,5
"Burrieza O.",1474.12672913933,5,1500,0,1489.39473785795,3,1480.43746563178,2,1500,0,"ESP","R",64,5
"Prinosil D.",1427.66159616162,66,1416.24744885038,38,1529.55331610475,21,1434.71004490524,7,1500,0,"GER","R",59,5
"Bryan B.",1449.77233885491,39,1448.16119047903,21,1516.24178245948,14,1465.46081254459,4,1500,0,"USA","R",222,6
"Knippschild J.",1433.24993826978,42,1438.36572767319,10,1515.99456260137,10,1452.28649939475,22,1500,0,"GER","R",59,5
"Nestor D.",1455.38989708467,24,1460.24351122236,14,1482.01211924033,10,1500,0,1500,0,"CAN","L",39,6
"Parmar A.",1441.68985305724,33,1455.6282471949,8,1462.11560264345,25,1500,0,1500,0,"GBR","R",76,5
"Wheaton D.",1485.68025461827,4,1480.67420658729,2,1499.69473785795,2,1500,0,1500,0,"USA","R",222,6
"Cowan B.",1454.7299701405,16,1469.95961681178,7,1475.85860314866,9,1500,0,1500,0,"GBR","L",76,5
"Braasch K.",1513.33498624491,3,1500,0,1511.42247746442,3,1500,0,1500,0,"GER","L",59,5
"Youzhny M.",1631.55364106539,185,1594.84217417272,90,1549.54431495986,31,1567.61223992381,64,1500,0,"RUS","R",180,5
"Bower J.",1495.6358098452,3,1500,0,1489.47411385743,3,1500,0,1500,0,"RSA","L",4,2
"Godwin N.",1439.39127284671,28,1416.15815166468,13,1505.74136065966,15,1500,0,1500,0,"RSA","R",4,2
"Lareau S.",1451.23200649915,26,1465.46962124469,19,1490.62752623669,5,1478.80315793836,2,1500,0,"CAN","R",39,6
"Lee M.",1424.83401452653,43,1430.76574388125,16,1496.0021911507,22,1471.68277690752,5,1500,0,"GBR","U",76,5
"O'Brien A.",1464.11138296355,10,1459.13977561033,8,1500.80189205253,2,1500,0,1500,0,"USA","R",222,6
"Rochus O.",1536.38669199455,156,1516.5721334346,64,1514.23375761779,25,1483.44003799559,67,1500,0,"BEL","R",22,5
"Spadea V.",1650.08561514678,169,1636.18357916374,109,1516.87526628294,20,1509.32619081426,40,1500,0,"USA","R",222,6
"Voltchkov V.",1487.86951832576,90,1510.50251780352,64,1499.79111829088,16,1440.78612629008,10,1500,0,"BLR","R",30,5
"Draper S.",1510.87178511361,50,1514.66765544082,34,1486.92996157146,12,1471.1465156222,4,1500,0,"AUS","L",16,7
"Davydenko N.",1607.43776092219,160,1497.2530535368,64,1435.86211574643,7,1620.26557906703,89,1500,0,"RUS","R",180,5
"Kempes E.",1441.39361710335,24,1470.85159486406,13,1469.99672487079,3,1495.63385171958,8,1500,0,"NED","R",96,5
"Roitman S.",1474.6047004415,7,1490.0348527618,3,1500,0,1481.47697615357,4,1500,0,"ARG","R",11,8
"van Scheppingen D.",1471.52179371911,41,1485.04936199702,16,1475.62133904446,9,1479.63497708652,16,1500,0,"NED","R",96,5
"Elsner D.",1394.5279337773,29,1463.10499693326,6,1489.7,1,1429.36571627374,22,1500,0,"GER","R",59,5
"Goellner M.K.",1457.31357714143,25,1503.36461824577,6,1479.4,2,1460.29180843429,17,1500,0,"GER","R",59,5
"Carretero R.",1498.11577136655,4,1500,0,1500,0,1499.2094575065,4,1500,0,"ESP","R",64,5
"Martelli M.",1491.25316272182,5,1501.4902616518,2,1500,0,1490.47599518792,3,1500,0,"ITA","R",99,5
"Puentes G.",1433.83479486496,22,1477.06285422812,5,1499.20886862364,2,1447.00495104645,15,1500,0,"ESP","R",64,5
"Sanchez D.",1509.41876198392,173,1401.96988673555,41,1459.53285303016,4,1562.59483650454,128,1500,0,"ESP","U",64,5
"Schranz W.",1496.77130869606,2,1500,0,1500,0,1498.27172747178,2,1500,0,"AUT","R",17,5
"Luzzi F.",1479.64389149619,25,1471.39030890447,3,1500,0,1499.95668629889,22,1500,0,"ITA","R",99,5
"Mathieu P.H.",1562.06174018504,80,1506.28357392536,28,1470.71769664213,5,1555.34801685785,47,1500,0,"FRA","R",70,5
"Motomura G.",1457.8527269982,15,1459.74533707269,12,1489.77857790275,3,1500,0,1500,0,"JPN","R",108,4
"Furlan R.",1461.83572347079,18,1481.51614939501,11,1500,0,1475.03345683768,7,1500,0,"ITA","R",99,5
"Nargiso D.",1542.7196328484,11,1500.77446064968,2,1500,0,1547.39927885512,9,1500,0,"ITA","L",99,5
"Stoliarov A.",1444.80099464108,82,1452.46303721164,42,1465.97459208726,17,1456.93571811889,23,1500,0,"RUS","R",180,5
"Larose S.",1514.57322470151,12,1503.13118231716,12,1500,0,1500,0,1500,0,"CAN","R",39,6
"Dent T.",1636.05465316611,154,1626.1304610487,112,1569.62924792224,31,1444.99069730325,11,1500,0,"USA","R",222,6
"Capalik K.",1475.45877563832,8,1487.09211014782,3,1500.71090706024,4,1490.05876548681,1,1500,0,"USA","R",222,6
"Kim K.",1458.43730772706,22,1470.93426363683,19,1489.59033017759,1,1482.2600272966,2,1500,0,"KOR","",116,4
"Taino E.",1464.86694562042,24,1474.55059973074,20,1500,0,1482.01446139912,4,1500,0,"PHI","L",166,4
"Kralert P.",1481.32472558512,4,1500.11623455766,2,1500,0,1479.9352523511,2,1500,0,"CZE","R",58,5
"Lee H.T.",1553.02222703111,132,1511.86587365754,93,1521.09113097471,16,1496.45685108935,23,1500,0,"KOR","U",116,4
"Pescariu D.",1491.98109251167,3,1500,0,1500,0,1492.91795885837,3,1500,0,"ROU","R",178,5
